2020-07-13 16:34:08,940 [main] INFO  visa.SREIntern.init.AlertRelayApplication - Starting AlertRelayApplication on Jannies-MacBook-Pro.local with PID 21157 (/Users/janniezhong/IdeaProjects/spring-alert-relay/target/classes started by janniezhong in /Users/janniezhong/IdeaProjects/spring-alert-relay)
2020-07-14 13:03:37,394 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-07-14 13:03:37,423 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6bab2585, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@74bdc168, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@644c78d4, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@532a02d9, org.springframework.test.context.support.DirtiesContextTestExecutionListener@611f8234, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7bb3a9fe, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7cbee484, org.springframework.test.context.event.EventPublishingTestExecutionListener@7f811d00, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@62923ee6, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4089713, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@f19c9d2, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7807ac2c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@b91d8c4, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4b6166aa]
2020-07-14 13:03:37,985 [main] INFO  visa.SREIntern.init.AlertRelayApplicationTests - Starting AlertRelayApplicationTests on Jannies-MacBook-Pro.local with PID 27347 (started by janniezhong in /Users/janniezhong/IdeaProjects/spring-alert-relay)
2020-07-14 13:03:37,989 [main] INFO  visa.SREIntern.init.AlertRelayApplicationTests - No active profile set, falling back to default profiles: default
2020-07-14 13:03:39,633 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-07-14 13:03:39,679 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19ms. Found 0 JPA repository interfaces.
2020-07-14 13:03:41,618 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-07-14 13:03:41,670 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-07-14 13:03:43,216 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-07-14 13:03:44,172 [task-1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
2020-07-14 13:03:45,295 [task-1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-07-14 13:03:46,294 [main] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-07-14 13:03:46,346 [task-1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2020-07-14 13:03:47,834 [task-1] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-07-14 13:03:47,883 [task-1] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-07-14 13:03:49,914 [main] INFO  org.springframework.data.repository.config.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-07-14 13:03:49,915 [main] INFO  org.springframework.data.repository.config.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-07-14 13:03:49,972 [main] INFO  visa.SREIntern.init.AlertRelayApplicationTests - Started AlertRelayApplicationTests in 12.465 seconds (JVM running for 15.085)
2020-07-14 13:03:51,215 [SpringContextShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-07-14 13:03:51,218 [SpringContextShutdownHook] INFO  org.hibernate.tool.schema.internal.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2020-07-14 13:03:51,230 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-07-14 13:03:51,232 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2020-07-14 13:03:51,239 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2020-07-14 13:38:20,463 [main] INFO  visa.SREIntern.init.AlertRelayApplication - Starting AlertRelayApplication on Jannies-MacBook-Pro.local with PID 27766 (/Users/janniezhong/IdeaProjects/spring-alert-relay/target/classes started by janniezhong in /Users/janniezhong/IdeaProjects/spring-alert-relay)
2020-07-14 13:38:20,471 [main] INFO  visa.SREIntern.init.AlertRelayApplication - No active profile set, falling back to default profiles: default
2020-07-14 13:38:22,316 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-07-14 13:38:22,359 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14ms. Found 0 JPA repository interfaces.
2020-07-14 13:38:23,182 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-07-14 13:38:23,198 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-07-14 13:38:23,199 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-07-14 13:38:23,199 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.35]
